Type of Incident,Type  Location,Year of Incident,Location1,Zip Code,Update Date,Latitude,Longitude,Day of Week
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2000 MARILLA ST
DALLAS, TX 75201
(32.777873, -96.791274)",75201,11/9/2015 9:42,32.777873,-96.791274,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"7200 JULIUS SCHEPPS FWY
DALLAS, TX 75216
(32.718903, -96.760085)",75216,4/19/2016 9:28,32.718903,-96.760085,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"15400 DALLAS PKWY
DALLAS, TX 75248
(32.959879, -96.820806)",75248,2/19/2018 12:58,32.959879,-96.820806,Monday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2016,"5444 PETERSON LN
DALLAS, TX 75240
(32.930611, -96.815401)",75240,12/10/2016 19:54,32.930611,-96.815401,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2015,"2900 N JIM MILLER RD
DALLAS, TX 75227
(32.761692, -96.700692)",75227,2/17/2018 9:29,32.761692,-96.700692,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6000 FORNEY RD
DALLAS, TX 75227
(32.780938, -96.714177)",75227,2/22/2017 13:53,32.780938,-96.714177,Wednesday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2015,"4300 MAPLE AVE
DALLAS, TX 75219
(32.808951, -96.819611)",75219,11/29/2018 11:19,32.808951,-96.819611,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2500 PEAVY RD
DALLAS, TX 75228
(32.822916, -96.684006)",75228,2/20/2018 9:11,32.822916,-96.684006,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"5200 CELESTIAL RD
DALLAS, TX 75254
(32.946821, -96.817112)",75254,2/25/2015 12:17,32.946821,-96.817112,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"1900 MORRELL AVE
DALLAS, TX 75203
(32.740085, -96.795147)",75203,11/29/2016 9:59,32.740085,-96.795147,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4600 W DAVIS ST
DALLAS, TX 75211
(32.749649, -96.901622)",75211,11/15/2014 11:37,32.749649,-96.901622,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"5619 GASTON AVE
DALLAS, TX 75214
(32.806637, -96.761512)",75214,6/29/2016 12:02,32.806637,-96.761512,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"2700 N CENTRAL EXPY
DALLAS, TX 75204
(32.804696, -96.792865)",75204,1/12/2015 13:43,32.804696,-96.792865,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"14802 LASATER RD
DALLAS, TX 75253
(32.69249, -96.562493)",75253,1/8/2015 9:02,32.69249,-96.562493,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"400 S WESTMORELAND RD
DALLAS, TX 75211
(32.742302, -96.874099)",75211,9/8/2016 14:17,32.742302,-96.874099,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"8200 JENNIE LEE LN
DALLAS, TX 75227
(32.754992, -96.679841)",75227,10/30/2016 17:08,32.754992,-96.679841,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"9661 SKILLMAN ST
DALLAS, TX 75243
(32.908502, -96.707069)",75243,8/29/2014 12:22,32.908502,-96.707069,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1000 AVON ST
DALLAS, TX 75211
(32.75333, -96.862724)",75211,12/23/2014 10:52,32.75333,-96.862724,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Restaurant/Food Service/TABC Location,2014,"8320 SCYENE RD
DALLAS, TX 75227
(32.76339, -96.677098)",75227,10/6/2014 18:01,32.76339,-96.677098,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"4300 LANGDON RD
DALLAS, TX 75241
(32.645533, -96.751228)",75241,5/2/2016 8:18,32.645533,-96.751228,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"4900 SPRING AVE
DALLAS, TX 75210
(32.777076, -96.73896)",75210,12/31/2015 14:01,32.777076,-96.73896,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"3000 N FITZHUGH AVE
DALLAS, TX 75204
(32.815881, -96.79014)",75204,2/20/2017 15:43,32.815881,-96.79014,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"10500 SANDEN DR
DALLAS, TX 75238
(32.889147, -96.693708)",75238,9/12/2016 14:41,32.889147,-96.693708,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"100 S BEACON ST
DALLAS, TX 75214
(32.800957, -96.756101)",75214,1/24/2017 12:25,32.800957,-96.756101,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"5700 PINELANDDR
Dallas, TX 75231
(32.874505, -96.753438)",75231,9/2/2014 10:54,32.874505,-96.753438,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2889 CITYPLACE WEST BLVD
DALLAS, TX 75204
(32.806137, -96.795108)",75204,9/22/2015 0:04,32.806137,-96.795108,Tuesday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,Apartment Complex/Building,2016,"9817 WALNUT ST
DALLAS, TX 75243
(32.921628, -96.715078)",75243,4/14/2016 12:29,32.921628,-96.715078,Thursday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2015,"117 N FITZHUGH AVE
DALLAS, TX 75226
(32.795599, -96.764157)",75226,6/6/2015 19:36,32.795599,-96.764157,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"2468 BAHAMA DR
DALLAS, TX 75211
(32.755483, -96.860912)",75211,3/18/2015 19:21,32.755483,-96.860912,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"1300 E CLARENDON DR
DALLAS, TX 75203
(32.747081, -96.805297)",75203,9/29/2016 9:50,32.747081,-96.805297,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2015,"527 ELKHART AVE
DALLAS, TX 75217
(32.720748, -96.713193)",75217,7/20/2015 0:32,32.720748,-96.713193,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3100 LEMMON AVE
DALLAS, TX 75204
(32.805877, -96.798352)",75204,2/19/2018 10:43,32.805877,-96.798352,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"9500 FERGUSON RD
DALLAS, TX 75228
(32.818052, -96.68763)",75228,2/19/2018 2:45,32.818052,-96.68763,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2200 W NORTHWEST HWY
DALLAS, TX 75220
(32.864263, -96.899498)",75220,2/21/2018 0:27,32.864263,-96.899498,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2014,"800 N CENTRAL EXPY
DALLAS, TX 75204
(32.788841, -96.791553)",75204,8/26/2014 10:10,32.788841,-96.791553,Tuesday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"1900 N CARROLL AVE
DALLAS, TX 75204
(32.804206, -96.782098)",75204,2/20/2018 11:17,32.804206,-96.782098,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"5800 E NORTHWEST HWY
DALLAS, TX 75231
(32.865394, -96.765239)",75231,5/30/2016 13:37,32.865394,-96.765239,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"9100 MILITARY PKWY
DALLAS, TX 75227
(32.768322, -96.667313)",75227,12/1/2014 7:02,32.768322,-96.667313,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"5200 SINGLETON BLVD
DALLAS, TX 75212
(32.778428, -96.907406)",75212,6/4/2016 23:32,32.778428,-96.907406,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2200 W NORTHWEST HWY
DALLAS, TX 75220
(32.864263, -96.899498)",75220,2/21/2018 0:27,32.864263,-96.899498,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"704 W PAGE AVE
DALLAS, TX 75208
(32.740189, -96.8343)",75208,11/7/2017 15:51,32.740189,-96.8343,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Outdoor Area Public/Private,2018,"2380 W NORTHWEST HWY
DALLAS, TX 75220
(32.859672, -96.885695)",75220,4/3/2018 21:38,32.859672,-96.885695,Tuesday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"2100 W COMMERCE ST
DALLAS, TX 75208
(32.772753, -96.856299)",75208,11/17/2017 21:33,32.772753,-96.856299,Friday
ACCIDENTAL DEATH (NO OFFENSE),"Highway, Street, Alley ETC",2018,"200 S LAMAR ST
DALLAS, TX 75202
(32.778852, -96.804077)",75202,1/24/2019 8:49,32.778852,-96.804077,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"5200 SINGLETON BLVD
DALLAS, TX 75212
(32.778428, -96.907406)",75212,2/19/2018 1:29,32.778428,-96.907406,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2000 MEDICAL DISTRICT DR
DALLAS, TX 75235
(32.810827, -96.833739)",75235,1/16/2017 12:44,32.810827,-96.833739,Monday
ACCIDENT INVOLVING DEATH,"Highway, Street, Alley ETC",2017,"6100 SKILLMAN ST
DALLAS, TX 75231
(32.86249, -96.750017)",75231,1/16/2017 9:36,32.86249,-96.750017,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2018,"4500 S MARSALIS AVE
DALLAS, TX 75216
(32.690234, -96.814561)",75216,2/20/2018 21:05,32.690234,-96.814561,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6000 FORNEY RD
DALLAS, TX 75227
(32.780938, -96.714177)",75227,2/22/2017 13:53,32.780938,-96.714177,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"5200 SINGLETON BLVD
DALLAS, TX 75212
(32.778428, -96.907406)",75212,2/19/2018 12:56,32.778428,-96.907406,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"2500 CEDAR SPRINGS RD
DALLAS, TX 75201
(32.797896, -96.805425)",75201,1/31/2017 16:27,32.797896,-96.805425,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"4200 E OVERTON RD
DALLAS, TX 75216
(32.724493, -96.759636)",75216,11/23/2015 6:06,32.724493,-96.759636,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"801 S R L THORNTON FWY
DALLAS, TX 75203
(32.742524, -96.818871)",75203,2/20/2018 7:30,32.742524,-96.818871,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Field/Woods,2018,"3916 FM 1382 HWY
DALLAS, TX 75052
(32.628252, -96.976087)",75052,3/2/2019 15:37,32.628252,-96.976087,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2018,"3500 ONNIE VIEW RD
DALLAS, TX 75216
(32.716064, -96.77671)",75216,1/19/2018 15:00,32.716064,-96.77671,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"4800 COLONIAL AVE
DALLAS, TX 75215
(32.748096, -96.761459)",75215,11/4/2017 16:17,32.748096,-96.761459,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"600 N BEACON ST
DALLAS, TX 75214
(32.804232, -96.759886)",75214,10/23/2017 19:34,32.804232,-96.759886,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2015,"1000 N ST AUGUSTINE DR
DALLAS, TX 75217
(32.728932, -96.656961)",75217,11/9/2015 9:43,32.728932,-96.656961,Monday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2018,"529 ASPENDALE DR
DALLAS, TX 75253
(32.682539, -96.568826)",75253,1/25/2019 14:43,32.682539,-96.568826,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6000 N CENTRAL EXPY
DALLAS, TX 75206
(32.839453, -96.776403)",75206,4/17/2017 17:23,32.839453,-96.776403,Monday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2018,"5665 ARAPAHO RD
DALLAS, TX 75248
(32.961301, -96.814291)",75248,3/2/2019 15:34,32.961301,-96.814291,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"300 W ILLINOIS AVE
DALLAS, TX 75224
(32.720337, -96.826451)",75224,11/27/2017 11:19,32.720337,-96.826451,Monday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2018,"10531 MARQUIS LN
DALLAS, TX 75229
(32.890887, -96.864855)",75229,1/25/2019 14:30,32.890887,-96.864855,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"11400 JUPITER RD
DALLAS, TX 75218
(32.849431, -96.68308)",75218,7/1/2016 10:40,32.849431,-96.68308,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"4700 DOLPHIN RD
DALLAS, TX 75223
(32.780396, -96.737679)",75223,8/17/2017 5:45,32.780396,-96.737679,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2900 S LAMAR ST
DALLAS, TX 75215
(32.758888, -96.782089)",75215,5/3/2017 13:54,32.758888,-96.782089,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2014,"2938 S MARSALIS AVE
DALLAS, TX 75216
(32.709998, -96.814523)",75216,2/20/2018 10:44,32.709998,-96.814523,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2018,"2218 PINE ST
DALLAS, TX 75215
(32.753769, -96.763792)",75215,1/25/2019 14:40,32.753769,-96.763792,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3254 KINMORE ST
DALLAS, TX 75223
(32.788379, -96.738366)",75223,8/22/2014 14:23,32.788379,-96.738366,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2018,"3300 WALNUT HILL LN
DALLAS, TX 75229
(32.880783, -96.866669)",75229,1/5/2018 16:32,32.880783,-96.866669,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6400 SKILLMAN ST
DALLAS, TX 75231
(32.864182, -96.74526)",75231,8/25/2017 21:28,32.864182,-96.74526,Friday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2017,"4700 HAVERWOOD
DALLAS, TX 75287
(33.007273, -96.829396)",75287,7/12/2017 15:15,33.007273,-96.829396,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Commercial Property Occupied/Vacant,2018,"1521 N COCKRELL HILL RD
DALLAS, TX 75211
(32.763549, -96.895452)",75211,1/25/2019 14:36,32.763549,-96.895452,Friday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2018,"1938 NOMAS ST
DALLAS, TX 75212
(32.78101, -96.851948)",75212,1/25/2019 14:29,32.78101,-96.851948,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"1600 MARTIN LUTHER KING JR BLVD
Dallas, TX 75215
(32.760735, -96.778177)",75215,4/29/2015 11:50,32.760735,-96.778177,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2014,"7700 SAMUELL BLVD
DALLAS, TX 75228
(32.792508, -96.686195)",75228,10/7/2014 3:20,32.792508,-96.686195,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3500 SAMUELL BLVD
DALLAS, TX 75223
(32.792974, -96.735156)",75223,2/18/2018 10:55,32.792974,-96.735156,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2018,"1200 E LEDBETTER DR
DALLAS, TX 75216
(32.682467, -96.804152)",75216,1/15/2018 11:45,32.682467,-96.804152,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2200 W NORTHWEST HWY
DALLAS, TX 75220
(32.864263, -96.899498)",75220,2/21/2018 0:27,32.864263,-96.899498,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2922 PENNSYLVANIA AVE
DALLAS, TX 75215
(32.769388, -96.764756)",75215,1/13/2016 6:45,32.769388,-96.764756,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2700 HARBINGER LN
DALLAS, TX 75287
(32.993222, -96.866723)",75287,12/27/2017 8:02,32.993222,-96.866723,Wednesday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"5400 DOLPHIN RD
DALLAS, TX 75223
(32.792166, -96.737404)",75223,5/17/2017 13:36,32.792166,-96.737404,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2000 MEDICAL DISTRICT DR
DALLAS, TX 75235
(32.810827, -96.833739)",75235,1/16/2017 12:44,32.810827,-96.833739,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2000 MEDICAL DISTRICT DR
DALLAS, TX 75235
(32.810827, -96.833739)",75235,1/16/2017 12:44,32.810827,-96.833739,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1200 N PRAIRIE CREEK RD
DALLAS, TX 75217
(32.73278, -96.665559)",75217,8/8/2014 11:29,32.73278,-96.665559,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2800 LAGOW ST
DALLAS, TX 75210
(32.771401, -96.746067)",75210,8/25/2017 18:25,32.771401,-96.746067,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5400 S LAMAR ST
DALLAS, TX 75215
(32.742263, -96.758692)",75215,1/19/2017 15:21,32.742263,-96.758692,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"11300 GARLAND RD
DALLAS, TX 75218
(32.848595, -96.683883)",75218,8/18/2017 10:18,32.848595,-96.683883,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"3000 LEMMON AVE
DALLAS, TX 75204
(32.805418, -96.797825)",75204,9/8/2014 6:57,32.805418,-96.797825,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"606 CLERMONT AVE
DALLAS, TX 75223
(32.805083, -96.743489)",75223,10/29/2017 16:37,32.805083,-96.743489,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"503 S RIVERFRONT BLVD
DALLAS, TX 75207
(32.770116, -96.811469)",75207,8/1/2017 14:42,32.770116,-96.811469,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2801 S MARSALIS AVE
DALLAS, TX 75216
(32.71296, -96.81463)",75216,10/13/2014 2:03,32.71296,-96.81463,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"1200 SINGLETON BLVD
DALLAS, TX 75212
(32.778518, -96.840893)",75212,12/7/2017 9:41,32.778518,-96.840893,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"9700 FOREST LN
DALLAS, TX 75243
(32.90945, -96.721818)",75243,6/28/2017 9:35,32.90945,-96.721818,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1300 PACIFIC AVE
DALLAS, TX 75202
(32.781638, -96.802096)",75202,9/25/2017 13:23,32.781638,-96.802096,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1958 JOAN
DALLAS, TX 75217
(32.746602, -96.697326)",75217,5/18/2017 18:27,32.746602,-96.697326,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2800 N BUCKNER BLVD
DALLAS, TX 75228
(32.812, -96.685696)",75228,8/24/2017 16:59,32.812,-96.685696,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2014,"3300 WEBB CHAPEL EXT
DALLAS, TX 75220
(32.861887, -96.865242)",75220,2/19/2018 9:39,32.861887,-96.865242,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"8400 ELLERY DR
DALLAS, TX 75243
(32.920815, -96.756911)",75243,1/23/2017 17:58,32.920815,-96.756911,Monday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2017,"2641 GHENT ST
DALLAS, TX 75215
(32.749271, -96.748923)",75215,7/28/2017 15:44,32.749271,-96.748923,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1100 COMMERCE ST
DALLAS, TX 75202
(32.779264, -96.802183)",75202,11/1/2017 12:49,32.779264,-96.802183,Wednesday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"100 S GRIFFIN ST
DALLAS, TX 75202
(32.779913, -96.802847)",75202,10/3/2017 20:04,32.779913,-96.802847,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"4200 SKILLMAN ST
DALLAS, TX 75214
(32.836555, -96.761408)",75214,7/19/2017 14:04,32.836555,-96.761408,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2017,"12512 RIALTO DR
DALLAS, TX 75243
(32.918901, -96.759945)",75243,6/25/2017 16:03,32.918901,-96.759945,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2014,"3400 PINEBROOK DR
DALLAS, TX 75241
(32.667525, -96.764176)",75241,2/20/2018 6:12,32.667525,-96.764176,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"13200 COIT RD
DALLAS, TX 75240
(32.928283, -96.768937)",75240,1/19/2017 23:50,32.928283,-96.768937,Thursday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2017,"3130 STAG RD
DALLAS, TX 75241
(32.694244, -96.764478)",75241,4/5/2017 17:37,32.694244,-96.764478,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"200 S ZANG BLVD
DALLAS, TX 75208
(32.743905, -96.824495)",75208,1/21/2017 17:17,32.743905,-96.824495,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"13200 COIT RD
DALLAS, TX 75240
(32.928283, -96.768937)",75240,1/19/2017 23:50,32.928283,-96.768937,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"100 S BUCKNER BLVD
DALLAS, TX 75217
(32.7143, -96.682918)",75217,3/26/2017 19:30,32.7143,-96.682918,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"4300 MARVIN D LOVE FWY
DALLAS, TX 75224
(32.694832, -96.843255)",75224,10/2/2017 19:38,32.694832,-96.843255,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"101 N JIM MILLER RD
DALLAS, TX 75217
(32.714018, -96.700185)",75217,5/25/2017 14:27,32.714018,-96.700185,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2600 E OVERTON RD
DALLAS, TX 75216
(32.710216, -96.78724)",75216,3/11/2017 9:48,32.710216,-96.78724,Saturday
ACCIDENTAL DEATH (NO OFFENSE),"Highway, Street, Alley ETC",2014,"7100 GREENVILLE AVE
DALLAS, TX 75231
(32.877625, -96.761102)",75231,2/19/2018 5:15,32.877625,-96.761102,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"5600 N CENTRAL EXPY
DALLAS, TX 75206
(32.835807, -96.77892)",75206,10/23/2017 18:02,32.835807,-96.77892,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2017,"6264 MELODY LN
DALLAS, TX 75231
(32.865239, -96.756977)",75231,4/21/2017 7:21,32.865239,-96.756977,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"16900 DALLAS PKWY
DALLAS, TX 75248
(32.977179, -96.82541)",75248,9/26/2017 7:01,32.977179,-96.82541,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"500 W LEDBETTER DR
DALLAS, TX 75224
(32.689363, -96.830117)",75224,9/18/2017 17:50,32.689363,-96.830117,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2017,"18180 DALLAS PKWY
DALLAS, TX 75287
(32.996702, -96.829025)",75287,3/20/2017 20:25,32.996702,-96.829025,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"7300 GASTON AVE
DALLAS, TX 75214
(32.812105, -96.731102)",75214,2/12/2017 8:34,32.812105,-96.731102,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"18200 MARSH LN
DALLAS, TX 75287
(32.999105, -96.855522)",75287,11/27/2017 16:46,32.999105,-96.855522,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2800 MEADOW ST
DALLAS, TX 75215
(32.773977, -96.767065)",75215,8/6/2017 9:23,32.773977,-96.767065,Sunday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"7300 GASTON AVE
DALLAS, TX 75214
(32.812105, -96.731102)",75214,2/12/2017 8:34,32.812105,-96.731102,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"900 W DAVIS ST
DALLAS, TX 75208
(32.749489, -96.837782)",75208,11/13/2017 1:02,32.749489,-96.837782,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"7300 GASTON AVE
DALLAS, TX 75214
(32.812105, -96.731102)",75214,2/12/2017 8:34,32.812105,-96.731102,Sunday
